"Órgão UGE Código,""Órgão UGE Nome"",""Órgão UGE CNPJ"",""Órgão UGE - Poder Código"",""Órgão UGE - Poder Nome"",""Órgão UGE - Tipo Administração Código"",""Órgão UGE - Tipo Administração Nome"""
"29203,""EMP. BRAS. DE PLANEJ. E TRANSP.-EM LIQUIDACAO"",""366914000170"",""0"",""PODER EXECUTIVO"",""5"",""EMPRESA PUBLICA COMERCIAL E FINANCEIRA"""
"29205,""EMPRESA DE TRENS URBANOS DE PORTO ALEGRE S/A"",""90976853000156"",""0"",""PODER EXECUTIVO"",""6"",""ECONOMIA MISTA"""
"29207,""SERVICO DE NAVEGACAO DA BACIA DO PRATA S/A"",""0"",""0"",""PODER EXECUTIVO"",""6"",""ECONOMIA MISTA"""
"29208,""COMPANHIA DE PESQUISA DE RECURSOS MINERAIS"",""91652000189"",""0"",""PODER EXECUTIVO"",""5"",""EMPRESA PUBLICA COMERCIAL E FINANCEIRA"""
"29209,""VALEC-ENGENHARIA, CONSTRUCOES E FERROVIAS S/A"",""42150664000187"",""0"",""PODER EXECUTIVO"",""5"",""EMPRESA PUBLICA COMERCIAL E FINANCEIRA"""
"29214,""COMPANHIA BRASILEIRA DE TRENS URBANOS"",""42357483000126"",""0"",""PODER EXECUTIVO"",""6"",""ECONOMIA MISTA"""
"30000,""MINISTERIO DA JUSTICA E SEGURANCA PUBLICA"",""394494000136"",""0"",""PODER EXECUTIVO"",""1"",""ADMINISTRACAO DIRETA"""
"30108,""DEPARTAMENTO DE POLICIA FEDERAL"",""394494000136"",""0"",""PODER EXECUTIVO"",""1"",""ADMINISTRACAO DIRETA"""
"30201,""RADIOBRAS - EMP.BRASILEIRA DE COMUNICACAO S/A"",""464073000134"",""0"",""PODER EXECUTIVO"",""5"",""EMPRESA PUBLICA COMERCIAL E FINANCEIRA"""
"30202,""FUNDACAO NACIONAL DO INDIO"",""59311000126"",""0"",""PODER EXECUTIVO"",""4"",""FUNDACAO"""
"30203,""INSTIT.NAC. DE METROLOG. QUALID. E TECNOLOGIA"",""662270000168"",""0"",""PODER EXECUTIVO"",""3"",""AUTARQUIA"""
"30204,""INSTITUTO NAC. DA PROPRIEDADE INDUSTRIAL"",""42521088000137"",""0"",""PODER EXECUTIVO"",""3"",""AUTARQUIA"""
"30205,""FUNDACAO NACIONAL DO INDIO - PATRIM.INDIGENA"",""59311001955"",""0"",""PODER EXECUTIVO"",""4"",""FUNDACAO"""
"30211,""CONSELHO ADMINISTRATIVO DE DEFESA ECONOMICA"",""418993000116"",""0"",""PODER EXECUTIVO"",""3"",""AUTARQUIA"""
"30801,""DEPARTAMENTO DE POLICIA FEDERAL/MJ"",""394494000136"",""0"",""PODER EXECUTIVO"",""1"",""ADMINISTRACAO DIRETA"""
"30802,""DEPARTAMENTO DE POLICIA RODOVIARIA FEDERAL/MJ"",""394494010441"",""0"",""PODER EXECUTIVO"",""1"",""ADMINISTRACAO DIRETA"""
"30803,""SUBSECRETARIA DE PLANEJ., ORCAMENTO E ADM./MJ"",""394494000136"",""0"",""PODER EXECUTIVO"",""1"",""ADMINISTRACAO DIRETA"""
"30905,""FUNDO DE DEFESA DE DIREITOS DIFUSOS"",""394494000136"",""0"",""PODER EXECUTIVO"",""7"",""FUNDOS"""
"30907,""FUNDO PENITENCIARIO NACIONAL"",""394494000136"",""0"",""PODER EXECUTIVO"",""7"",""FUNDOS"""
"30909,""FUNDO P/APAR.E OPERAC.ATIV.FIM.POL.FEDERAL"",""394494000136"",""0"",""PODER EXECUTIVO"",""7"",""FUNDOS"""
"30911,""FUNDO NACIONAL DE SEGURANCA PUBLICA"",""394494000136"",""0"",""PODER EXECUTIVO"",""7"",""FUNDOS"""
"30912,""FUNDO NACIONAL ANTIDROGAS"",""2645310000199"",""0"",""PODER EXECUTIVO"",""7"",""FUNDOS"""
"30913,""FUNDO NACIONAL PARA A CRIANCA E O ADOLESCENTE"",""19091798000152"",""0"",""PODER EXECUTIVO"",""7"",""FUNDOS"""
"30914,""FUNDO NACIONAL DO IDOSO"",""19091758000100"",""0"",""PODER EXECUTIVO"",""7"",""FUNDOS"""
"31280,""CAIXA DE CONSTRUCOES DE CASAS P/PESSOAL DA MB"",""3332937000152"",""0"",""PODER EXECUTIVO"",""3"",""AUTARQUIA"""
"32000,""MINISTERIO DE MINAS E ENERGIA"",""37115383000153"",""0"",""PODER EXECUTIVO"",""1"",""ADMINISTRACAO DIRETA"""
"32201,""CENTRO DE PESQUISAS DE ENERGIA ELETRICA"",""0"",""0"",""PODER EXECUTIVO"",""3"",""AUTARQUIA"""
"32205,""AGENCIA NACIONAL DO PETROLEO"",""2313673000127"",""0"",""PODER EXECUTIVO"",""3"",""AUTARQUIA"""
"32210,""AGENCIA NACIONAL DE ENERGIA ELETRICA"",""2270669000129"",""0"",""PODER EXECUTIVO"",""3"",""AUTARQUIA"""
"32263,""DEPARTAMENTO NACIONAL DE PRODUCAO MINERAL"",""381056000133"",""0"",""PODER EXECUTIVO"",""3"",""AUTARQUIA"""
"32314,""EMPRESA DE PESQUISA ENERGETICA"",""6977747000180"",""0"",""PODER EXECUTIVO"",""5"",""EMPRESA PUBLICA COMERCIAL E FINANCEIRA"""
"32396,""AGENCIA NACIONAL DE MINERACAO"",""29406625000130"",""0"",""PODER EXECUTIVO"",""3"",""AUTARQUIA"""
"32801,""SUBSECRETARIA DE PLANEJ.,ORCAM.E ADM./MME"",""0"",""0"",""PODER EXECUTIVO"",""1"",""ADMINISTRACAO DIRETA"""
"32802,""COMPANHIA DE PESQ.DE RECURSOS MINERAIS - CPRM"",""0"",""0"",""PODER EXECUTIVO"",""1"",""ADMINISTRACAO DIRETA"""
"32991,""RESERVA GLOBAL DE REVERSAO/ELETROBRAS"",""0"",""0"",""PODER EXECUTIVO"",""7"",""FUNDOS"""
"32992,""CONTA DE DESENVOLV. ENERGETICO/ELETROBRAS"",""0"",""0"",""PODER EXECUTIVO"",""7"",""FUNDOS"""
"32993,""CONTA CONSUMO DE COMBUST. FOSSEIS/ELETROBRAS"",""0"",""0"",""PODER EXECUTIVO"",""7"",""FUNDOS"""
"33000,""MINISTERIO DA PREVIDENCIA SOCIAL"",""394528000192"",""0"",""PODER EXECUTIVO"",""1"",""ADMINISTRACAO DIRETA"""
"33206,""SUPERINT.NACIONAL DE PREVIDENCIA COMPLEMENTAR"",""7290290000102"",""0"",""PODER EXECUTIVO"",""3"",""AUTARQUIA"""
"33801,""SUBSECRETARIA DE PLANEJ.,ORCAM.E ADM./MPS"",""394528000192"",""0"",""PODER EXECUTIVO"",""1"",""ADMINISTRACAO DIRETA"""
"34000,""MINISTERIO PUBLICO DA UNIAO"",""26989715000102"",""0"",""PODER EXECUTIVO"",""1"",""ADMINISTRACAO DIRETA"""
"34801,""MINISTERIO PUBLICO FEDERAL ± MPF"",""0"",""0"",""PODER EXECUTIVO"",""1"",""ADMINISTRACAO DIRETA"""
"34802,""MINISTERIO PUBLICO DO TRABALHO - MPT"",""0"",""0"",""PODER EXECUTIVO"",""1"",""ADMINISTRACAO DIRETA"""
"34902,""FUNDO NACIONAL DE CULTURA"",""3221904000135"",""0"",""PODER EXECUTIVO"",""7"",""FUNDOS"""
"35000,""MINISTERIO DAS RELACOES EXTERIORES"",""394536000139"",""0"",""PODER EXECUTIVO"",""1"",""ADMINISTRACAO DIRETA"""
"35201,""FUNDACAO ALEXANDRE DE GUSMAO"",""662197000124"",""0"",""PODER EXECUTIVO"",""4"",""FUNDACAO"""
"36000,""MINISTERIO DA SAUDE"",""394544000185"",""0"",""PODER EXECUTIVO"",""1"",""ADMINISTRACAO DIRETA"""
"36201,""FUNDACAO OSWALDO CRUZ"",""33781055000135"",""0"",""PODER EXECUTIVO"",""4"",""FUNDACAO"""
"36208,""HOSPITAL CRISTO REDENTOR S/A"",""92787126000176"",""0"",""PODER EXECUTIVO"",""6"",""ECONOMIA MISTA"""
"36209,""HOSPITAL FEMINA S/A"",""92693134000153"",""0"",""PODER EXECUTIVO"",""6"",""ECONOMIA MISTA"""
"36210,""HOSPITAL NOSSA SENHORA DA CONCEICAO S/A"",""92787118000120"",""0"",""PODER EXECUTIVO"",""6"",""ECONOMIA MISTA"""
"36211,""FUNDACAO NACIONAL DE SAUDE"",""26989350000116"",""0"",""PODER EXECUTIVO"",""4"",""FUNDACAO"""
"36212,""AGENCIA NACIONAL DE VIGILANCIA SANITARIA"",""3112386000111"",""0"",""PODER EXECUTIVO"",""3"",""AUTARQUIA"""
"36213,""AGENCIA NACIONAL DE SAUDE SUPLEMENTAR"",""3589068000146"",""0"",""PODER EXECUTIVO"",""3"",""AUTARQUIA"""
"37000,""CONTROLADORIA-GERAL DA UNIAO"",""26664015000148"",""0"",""PODER EXECUTIVO"",""1"",""ADMINISTRACAO DIRETA"""
"37201,""FUND.JORGE D.FIGUEIREDO DE SEG.E MED DO TRAB."",""62428073000136"",""0"",""PODER EXECUTIVO"",""4"",""FUNDACAO"""
"37202,""INSTITUTO NACIONAL DO SEGURO SOCIAL"",""29979036000140"",""0"",""PODER EXECUTIVO"",""3"",""AUTARQUIA"""
"37904,""FUNDO DO REGIME GERAL DA PREVIDENCIA SOCIAL"",""16727230000197"",""0"",""PODER EXECUTIVO"",""7"",""FUNDOS"""
"38000,""MINISTERIO DO TRABALHO E EMPREGO"",""37115367000160"",""0"",""PODER EXECUTIVO"",""1"",""ADMINISTRACAO DIRETA"""
"38299,""REDE FERROVIARIA FEDERAL S/A"",""33613332000109"",""0"",""PODER EXECUTIVO"",""6"",""ECONOMIA MISTA"""
"38801,""SUBSECRETARIA DE PLANEJ.,ORCAM.E ADM/MTE"",""37115367000160"",""0"",""PODER EXECUTIVO"",""1"",""ADMINISTRACAO DIRETA"""
"38802,""SECRET.DE POLITICAS PUBLICAS DE EMPREGO-SPPE"",""37115367000160"",""0"",""PODER EXECUTIVO"",""1"",""ADMINISTRACAO DIRETA"""
"38803,""DELEGACIA REGIONAL DO TRABALHO/SAO PAULO/MTE"",""37115367000160"",""0"",""PODER EXECUTIVO"",""1"",""ADMINISTRACAO DIRETA"""
"38901,""FUNDO DE AMPARO AO TRABALHADOR"",""7526983000143"",""0"",""PODER EXECUTIVO"",""7"",""FUNDOS"""
"39000,""MINISTERIO DA INFRAESTRUTURA"",""37115342000167"",""0"",""PODER EXECUTIVO"",""1"",""ADMINISTRACAO DIRETA"""
"39250,""AGENCIA NACIONAL DE TRANSPORTES TERRESTRES"",""4898488000177"",""0"",""PODER EXECUTIVO"",""3"",""AUTARQUIA"""
"39251,""AGENCIA NACIONAL DE TRANSPORTES AQUAVIARIOS"",""0"",""0"",""PODER EXECUTIVO"",""3"",""AUTARQUIA"""
"39252,""DEPTO. NAC. DE INFRA-ESTRUTURA DE TRANSPORTES"",""4892707000100"",""0"",""PODER EXECUTIVO"",""3"",""AUTARQUIA"""
"39253,""EMPRESA DE PLANEJAMENTO E LOGISTICA S.A.- EPL"",""15763423000130"",""0"",""PODER EXECUTIVO"",""5"",""EMPRESA PUBLICA COMERCIAL E FINANCEIRA"""
"39801,""SUBSECRETARIA DE ASSUNTOS ADMINISTRATIVOS/MT"",""0"",""0"",""PODER EXECUTIVO"",""1"",""ADMINISTRACAO DIRETA"""
"39802,""SUBSECRETARIA DE PLANEJAMENTO E ORCAMENTO/MT"",""37115342000167"",""0"",""PODER EXECUTIVO"",""1"",""ADMINISTRACAO DIRETA"""
"39811,""COMPANHIA DOCAS DO RIO DE JANEIRO"",""42266890000128"",""0"",""PODER EXECUTIVO"",""6"",""ECONOMIA MISTA"""
"39812,""COMPANHIA DOCAS DO ESTADO DA BAHIA"",""0"",""0"",""PODER EXECUTIVO"",""6"",""ECONOMIA MISTA"""
"39813,""COMPANHIA DOCAS DO CEARA"",""7223670000116"",""0"",""PODER EXECUTIVO"",""6"",""ECONOMIA MISTA"""
"39814,""COMPANHIA DOCAS DO PARA - CDP"",""4933552000103"",""0"",""PODER EXECUTIVO"",""6"",""ECONOMIA MISTA"""
"39815,""COMPANHIA DOCAS DO RIO GRANDE DO NORTE-CODERN"",""34040345000190"",""0"",""PODER EXECUTIVO"",""6"",""ECONOMIA MISTA"""
"39816,""COMPANHIA DOCAS DO ESTADO DE SAO PAULO"",""0"",""0"",""PODER EXECUTIVO"",""6"",""ECONOMIA MISTA"""
"39817,""COMPANHIA DOCAS DO ESPIRITO SANTO"",""27316538000166"",""0"",""PODER EXECUTIVO"",""6"",""ECONOMIA MISTA"""
"40000,""MINISTERIO DO TRABALHO E PREVIDENCIA"",""23612685000122"",""0"",""PODER EXECUTIVO"",""1"",""ADMINISTRACAO DIRETA"""
"41000,""MINISTERIO DAS COMUNICACOES"",""37753638000103"",""0"",""PODER EXECUTIVO"",""1"",""ADMINISTRACAO DIRETA"""
"41231,""AGENCIA NACIONAL DE TELECOMUNICACOES"",""2030715000112"",""0"",""PODER EXECUTIVO"",""3"",""AUTARQUIA"""
"41232,""FUNDO DE UNIVERS.DOS SERV.DE TELECOMUNICACOES"",""7388289000107"",""0"",""PODER EXECUTIVO"",""7"",""FUNDOS"""
"41233,""FUNDO DE FISCALIZACAO DAS TELECOMUNICACOES"",""2772704000108"",""0"",""PODER EXECUTIVO"",""7"",""FUNDOS"""
"41801,""SUBSECRETARIA DE PLANEJ.,ORCAM.E ADM./MC"",""394437000157"",""0"",""PODER EXECUTIVO"",""1"",""ADMINISTRACAO DIRETA"""
"41903,""FUNDO P/O DESENV.TECNOL.DAS TELECOMUNICACOES"",""30178812000192"",""0"",""PODER EXECUTIVO"",""7"",""FUNDOS"""
"42000,""MINISTERIO DA CULTURA"",""1264142000129"",""0"",""PODER EXECUTIVO"",""1"",""ADMINISTRACAO DIRETA"""
"42207,""INSTITUTO BRASILEIRO DE MUSEUS"",""10898596000142"",""0"",""PODER EXECUTIVO"",""3"",""AUTARQUIA"""
"42801,""DIRETORIA DE GESTAO INTERNA/MINC"",""1264142000129"",""0"",""PODER EXECUTIVO"",""1"",""ADMINISTRACAO DIRETA"""
"44000,""MINISTERIO DO MEIO AMBIENTE"",""37115375000107"",""0"",""PODER EXECUTIVO"",""1"",""ADMINISTRACAO DIRETA"""
"44204,""FUNDO NACIONAL DO MEIO AMBIENTE"",""37115375000107"",""0"",""PODER EXECUTIVO"",""7"",""FUNDOS"""
"44205,""AGENCIA NACIONAL DE AGUAS E SANEAMENTO BASICO"",""4204444000108"",""0"",""PODER EXECUTIVO"",""3"",""AUTARQUIA"""
"44206,""INSTITUTO DE PESQUISAS JARDIM BOTANICO DO RJ"",""37115375000700"",""0"",""PODER EXECUTIVO"",""3"",""AUTARQUIA"""
"44207,""INST.CHICO MENDES DE CONSER.DA BIODIVERSIDADE"",""8829974000194"",""0"",""PODER EXECUTIVO"",""3"",""AUTARQUIA"""
"44208,""SERVICO FLORESTAL BRASILEIRO"",""396895000125"",""0"",""PODER EXECUTIVO"",""1"",""ADMINISTRACAO DIRETA"""
"44801,""QUBSECRETARIA DE PLANEJ.,ORCAM.E ADM./MMA"",""37115375000107"",""0"",""PODER EXECUTIVO"",""1"",""ADMINISTRACAO DIRETA"""
"44902,""FUNDO NACIONAL SOBRE MUDANCAS DO CLIMA"",""37115375001693"",""0"",""PODER EXECUTIVO"",""7"",""FUNDOS"""
"45282,""BANCO NACIONAL DE DESENV. ECONOMICO E SOCIAL"",""0"",""0"",""PODER EXECUTIVO"",""5"",""EMPRESA PUBLICA COMERCIAL E FINANCEIRA"""
"45283,""INSTITUTO DE RESSEGUROS DO BRASIL"",""33376989001082"",""0"",""PODER EXECUTIVO"",""6"",""ECONOMIA MISTA"""
"47214,""AUTORIDADE PUBLICA OLIMPICA"",""0"",""0"",""PODER EXECUTIVO"",""3"",""AUTARQUIA"""
"49000,""MINISTERIO DO DESENVOLVIMENTO AGRARIO"",""1612452000197"",""0"",""PODER EXECUTIVO"",""1"",""ADMINISTRACAO DIRETA"""
"49001,""FUNDO DE TERRAS"",""396895000125"",""0"",""PODER EXECUTIVO"",""7"",""FUNDOS"""
"49280,""EMPRESA BRASILEIRA DE CORREIOS E TELEGRAFOS"",""0"",""0"",""PODER EXECUTIVO"",""5"",""EMPRESA PUBLICA COMERCIAL E FINANCEIRA"""
"49901,""FUNDO DA MARINHA MERCANTE"",""43807364000190"",""0"",""PODER EXECUTIVO"",""7"",""FUNDOS"""
"50000,""GAB.DO MINISTRO EXTRAORD.DE PROJ.ESPECIAIS"",""2979218000165"",""0"",""PODER EXECUTIVO"",""1"",""ADMINISTRACAO DIRETA"""
"51000,""MINISTERIO DO ESPORTE"",""2973091000177"",""0"",""PODER EXECUTIVO"",""1"",""ADMINISTRACAO DIRETA"""
"51801,""SECRETARIA DE PLANEJ.,ORCAM.E ADM.±SPOA/ME"",""2973091000177"",""0"",""PODER EXECUTIVO"",""1"",""ADMINISTRACAO DIRETA"""
"52000,""MINISTERIO DA DEFESA"",""3277610000125"",""0"",""PODER EXECUTIVO"",""1"",""ADMINISTRACAO DIRETA"""
"52001,""FUNDO DO MINISTERIO DA DEFESA"",""3277610000125"",""0"",""PODER EXECUTIVO"",""7"",""FUNDOS"""
"52002,""FUNDO DE ADMINISTRACAO DO HFA"",""3277610000125"",""0"",""PODER EXECUTIVO"",""7"",""FUNDOS"""
"52003,""FUNDO DO SERVICO MILITAR"",""3277610000125"",""0"",""PODER EXECUTIVO"",""7"",""FUNDOS"""
"52111,""COMANDO DA AERONAUTICA"",""394429000100"",""0"",""PODER EXECUTIVO"",""1"",""ADMINISTRACAO DIRETA"""
"52121,""COMANDO DO EXERCITO"",""394452000103"",""0"",""PODER EXECUTIVO"",""1"",""ADMINISTRACAO DIRETA"""
"52131,""COMANDO DA MARINHA"",""394502000144"",""0"",""PODER EXECUTIVO"",""1"",""ADMINISTRACAO DIRETA"""
"52132,""COMANDO DA MARINHA - FUNDO NAVAL"",""394502000144"",""0"",""PODER EXECUTIVO"",""7"",""FUNDOS"""
"52133,""COM.MARINHA - FUNDO DESENV.ENS.PROF.MARITIMO"",""394502000144"",""0"",""PODER EXECUTIVO"",""7"",""FUNDOS"""
"52201,""AGENCIA NACIONAL DE AVIACAO CIVIL"",""0"",""0"",""PODER EXECUTIVO"",""3"",""AUTARQUIA"""
"52211,""CAIXA DE FINANC. IMOBILIARIO DA AERONAUTICA"",""30496004000173"",""0"",""PODER EXECUTIVO"",""3"",""AUTARQUIA"""
"52212,""EMPRESA BRAS.DE INFRA-ESTRUTURA AEROPORTUARIA"",""70001250000040"",""0"",""PODER EXECUTIVO"",""5"",""EMPRESA PUBLICA COMERCIAL E FINANCEIRA"""
"52221,""INDUSTRIA DE MATERIAL BELICO DO BRASIL"",""444232000139"",""0"",""PODER EXECUTIVO"",""5"",""EMPRESA PUBLICA COMERCIAL E FINANCEIRA"""
"52222,""FUNDACAO OSORIO"",""34143842000114"",""0"",""PODER EXECUTIVO"",""4"",""FUNDACAO"""
"52231,""EMPRESA GERENCIAL DE PROJETOS NAVAIS"",""394502008390"",""0"",""PODER EXECUTIVO"",""5"",""EMPRESA PUBLICA COMERCIAL E FINANCEIRA"""
"52233,""AMAZONIA AZUL TECNOLOGIAS DE DEFESA S.A."",""18910028000121"",""0"",""PODER EXECUTIVO"",""5"",""EMPRESA PUBLICA COMERCIAL E FINANCEIRA"""
"52801,""SECRETARIA DE ORGANIZACAO INSTITUCIONAL"",""3277610000125"",""0"",""PODER EXECUTIVO"",""1"",""ADMINISTRACAO DIRETA"""
"52904,""FUNDO DO EXERCITO"",""394452054700"",""0"",""PODER EXECUTIVO"",""7"",""FUNDOS"""
"52911,""FUNDO AERONAUTICO"",""394429000100"",""0"",""PODER EXECUTIVO"",""7"",""FUNDOS"""
"52912,""FUNDO AEROVIARIO"",""0"",""0"",""PODER EXECUTIVO"",""7"",""FUNDOS"""
"53000,""MINISTERIO DO DESENVOLVIMENTO REGIONAL"",""3353358000196"",""0"",""PODER EXECUTIVO"",""1"",""ADMINISTRACAO DIRETA"""
"53202,""SUPERINTEND. DO DESENVOLVIMENTO DA AMAZONIA"",""9203665000177"",""0"",""PODER EXECUTIVO"",""3"",""AUTARQUIA"""
"53203,""SUPERINTENDENCIA DO DESENVOLV. DO NORDESTE"",""9263130000191"",""0"",""PODER EXECUTIVO"",""3"",""AUTARQUIA"""
"53204,""CODIGO SEM EFEITO-PODE SER REAPROV.CFE. SOF"",""0"",""0"",""PODER EXECUTIVO"",""3"",""AUTARQUIA"""
"53205,""AGENCIA DE DESENVOLVIMENTO DA AMAZONIA"",""5165423000185"",""0"",""PODER EXECUTIVO"",""3"",""AUTARQUIA"""
"53206,""AGENCIA DE DESENVOLVIMENTO DO NORDESTE"",""5193279000190"",""0"",""PODER EXECUTIVO"",""3"",""AUTARQUIA"""
"53207,""SUPERINT. DE DESENVOLVIMENTO DO CENTRO-OESTE"",""13802028000194"",""0"",""PODER EXECUTIVO"",""3"",""AUTARQUIA"""
"53208,""FUNDO CONST. DE FINANCIAMENTO DO NORTE"",""3353358000196"",""0"",""PODER EXECUTIVO"",""7"",""FUNDOS"""
"53209,""FUNDO CONST.DE FINANCIAMENTO DO CENTRO-OESTE"",""3353358000196"",""0"",""PODER EXECUTIVO"",""7"",""FUNDOS"""
"53210,""FUNDO CONST.DE FINANCIAMENTO DO NORDESTE"",""3353358000196"",""0"",""PODER EXECUTIVO"",""7"",""FUNDOS"""
"53297,""CODIGO SEM EFEITO-PODE SER REAPROV.CFE. SOF"",""0"",""0"",""PODER EXECUTIVO"",""3"",""AUTARQUIA"""
"53801,""DEPARTAMENTO DE GESTAO INTERNA/MI"",""3353358000196"",""0"",""PODER EXECUTIVO"",""1"",""ADMINISTRACAO DIRETA"""
"53802,""DEPARTAMENTO GESTAO DOS FUNDOS DE INVESTIMENT"",""3353358000196"",""0"",""PODER EXECUTIVO"",""1"",""ADMINISTRACAO DIRETA"""
"53901,""FUNDO CONSTITUCIONAL DE FINANCIAM.DO NORTE"",""3353358000196"",""0"",""PODER EXECUTIVO"",""7"",""FUNDOS"""
"53902,""FUNDO CONSTITUCIONAL DE FINAN.DO CENTRO OESTE"",""3353358000196"",""0"",""PODER EXECUTIVO"",""7"",""FUNDOS"""
"53903,""FUNDO CONSTITUCIONAL DE FINANCIAM.DO NORDESTE"",""3353358000196"",""0"",""PODER EXECUTIVO"",""7"",""FUNDOS"""
"53904,""FUNDO DE DESENVOLVIMENTO DA AMAZONIA"",""9203665000177"",""0"",""PODER EXECUTIVO"",""7"",""FUNDOS"""
"53905,""FUNDO DE DESENVOLVIMENTO DO NORDESTE"",""9263130000191"",""0"",""PODER EXECUTIVO"",""7"",""FUNDOS"""
"54000,""MINISTERIO DO TURISMO"",""5457283000119"",""0"",""PODER EXECUTIVO"",""1"",""ADMINISTRACAO DIRETA"""
"54801,""SUBSECRETARIA DE PLANEJ.,ORCAM.E ADM./MTUR"",""5457283000119"",""0"",""PODER EXECUTIVO"",""1"",""ADMINISTRACAO DIRETA"""
"54901,""FUNDO GERAL DE TURISMO-FUNGETUR/METUR"",""5457283000461"",""0"",""PODER EXECUTIVO"",""7"",""FUNDOS"""
"55000,""MINISTERIO DA CIDADANIA"",""5526783000165"",""0"",""PODER EXECUTIVO"",""1"",""ADMINISTRACAO DIRETA"""
"55001,""FUNDO NACIONAL DA ASSISTENCIA SOCIAL"",""5526783000165"",""0"",""PODER EXECUTIVO"",""7"",""FUNDOS"""
"55801,""SPOA/MDS E COMBATE A FOME"",""5526783000165"",""0"",""PODER EXECUTIVO"",""1"",""ADMINISTRACAO DIRETA"""
"56000,""MINISTERIO DAS CIDADES"",""5465986000199"",""0"",""PODER EXECUTIVO"",""1"",""ADMINISTRACAO DIRETA"""
"56801,""SUBSECRETARIA DE PLANEJ.,ORCAM.E ADM./MICI"",""5465986000199"",""0"",""PODER EXECUTIVO"",""1"",""ADMINISTRACAO DIRETA"""
"56901,""FUNDO NAC. DE SEGUR. E EDUCACAO DO TRANSITO"",""41091559000151"",""0"",""PODER EXECUTIVO"",""7"",""FUNDOS"""
"56902,""FUNDO NACIONAL DE HAB. INTERESSE SOCIAL"",""5465986000601"",""0"",""PODER EXECUTIVO"",""7"",""FUNDOS"""
"57000,""M.DAS MULH.,DA IG.RACIAL DA JUVENT.E DIR.HUM."",""23657991000185"",""0"",""PODER EXECUTIVO"",""1"",""ADMINISTRACAO DIRETA"""
"57280,""EMPRESA DE PROC.DE DADOS DA PREVID.SOCIAL"",""42422253000527"",""0"",""PODER EXECUTIVO"",""5"",""EMPRESA PUBLICA COMERCIAL E FINANCEIRA"""
"58000,""MINISTERIO DA PESCA E AQUICULTURA"",""5482692000175"",""0"",""PODER EXECUTIVO"",""1"",""ADMINISTRACAO DIRETA"""
"59000,""CONSELHO NACIONAL DO MINISTERIO PUBLICO"",""11439520000111"",""0"",""PODER EXECUTIVO"",""1"",""ADMINISTRACAO DIRETA"""
"60000,""GABINETE DA VICE-PRESIDENCIA DA REPUBLICA"",""894355000171"",""0"",""PODER EXECUTIVO"",""1"",""ADMINISTRACAO DIRETA"""
"61000,""SECRETARIA DE ASSUNTOS ESTRATEGICOS"",""10246869000174"",""0"",""PODER EXECUTIVO"",""1"",""ADMINISTRACAO DIRETA"""
"61201,""INSTITUTO DE PESQUISA ECONOMICA APLICADA"",""33892175000100"",""0"",""PODER EXECUTIVO"",""4"",""FUNDACAO"""
"62000,""SECRETARIA DE AVIACAO CIVIL"",""13564476000105"",""0"",""PODER EXECUTIVO"",""1"",""ADMINISTRACAO DIRETA"""
"62201,""AGENCIA NACIONAL DE AVIACAO CIVIL"",""7947821000189"",""0"",""PODER EXECUTIVO"",""3"",""AUTARQUIA"""
"62901,""FUNDO NACIONAL DE AVIACAO CIVIL"",""13618708000152"",""0"",""PODER EXECUTIVO"",""7"",""FUNDOS"""
"63000,""ADVOCACIA-GERAL DA UNIAO"",""26994558000123"",""0"",""PODER EXECUTIVO"",""1"",""ADMINISTRACAO DIRETA"""
"64000,""SECRETARIA DE DIREITOS HUMANOS"",""5478625000187"",""0"",""PODER EXECUTIVO"",""1"",""ADMINISTRACAO DIRETA"""
"64901,""FUNDO NACIONAL PARA A CRIANCA E O ADOLESCENTE"",""0"",""0"",""PODER EXECUTIVO"",""7"",""FUNDOS"""
"64902,""FUNDO NACIONAL DO IDOSO"",""0"",""0"",""PODER EXECUTIVO"",""7"",""FUNDOS"""
"65000,""SECRETARIA DE POLITICAS PARA AS MULHERES"",""0"",""0"",""PODER EXECUTIVO"",""1"",""ADMINISTRACAO DIRETA"""
"66000,""CONTROLADORIA-GERAL DA UNIAO"",""5914685000103"",""0"",""PODER EXECUTIVO"",""1"",""ADMINISTRACAO DIRETA"""
"67000,""SEC.DE POLITICAS DE PROMOCAO DA IGUALD.RACIAL"",""6064438000110"",""0"",""PODER EXECUTIVO"",""1"",""ADMINISTRACAO DIRETA"""
"68000,""SECRETARIA DE PORTOS"",""8855874000132"",""0"",""PODER EXECUTIVO"",""1"",""ADMINISTRACAO DIRETA"""
"68201,""AGENCIA NACIONAL DE TRANSPORTES AQUAVIARIOS"",""4903587000108"",""0"",""PODER EXECUTIVO"",""3"",""AUTARQUIA"""
"69000,""SECRETARIA DA MICRO E PEQUENA EMPRESA"",""18299670000116"",""0"",""PODER EXECUTIVO"",""1"",""ADMINISTRACAO DIRETA"""
"71902,""FUNDO SOBERANO DO BRASIL"",""13329119000154"",""0"",""PODER EXECUTIVO"",""7"",""FUNDOS"""
"71904,""FUNDO DE ESTABILIDADE DO SEGURO RURAL"",""394460000141"",""0"",""PODER EXECUTIVO"",""7"",""FUNDOS"""
"71905,""FUNDO DE GARANTIA A EXPORTACAO"",""394460000141"",""0"",""PODER EXECUTIVO"",""7"",""FUNDOS"""
